YYYYMMDDHHMM,Unnamed: 0,TYPE,TYPE.1,BBSSS,TUDE,TUDE.1,(M),(HP=MB),(HP=MB).1,(HP=MB).2,(C),(C).1,(%),DIR,SPD(M/S),VIS(M),(KG/M2),(KG/M2).1,|,PRES,PMSL,TMDB,ALSE,TMDP,REHU,WDIR,WSPD,TP03,TP24,HOVI,wind_math_direction,wind_x,wind_y
2015-01-10 12:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1016.0,-9999.9,19.3,12.6,-9999.9,180.0,3.1,12000.0,-9999.9,-9999.9,|,-9999.9,101600.0,292.45,-9999.9,285.75,-9999.9,180.0,3.1,-9999.9,-9999.9,12000.0,90.0,-1.3890282100004274,2.7713896571617296
2015-01-10 15:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1017.6,-9999.9,19.3,12.9,-9999.9,0.0,1.0,6000.0,-9999.9,-9999.9,|,-9999.9,101760.0,292.45,-9999.9,286.05,-9999.9,0.0,1.0,-9999.9,-9999.9,6000.0,270.0,0.9843819506325049,-0.1760459464712114
2015-01-10 18:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1019.8,-9999.9,16.8,0.5,-9999.9,290.0,7.7,900.0,-9999.9,-9999.9,|,-9999.9,101980.0,289.95,-9999.9,273.65,-9999.9,290.0,7.7,-9999.9,-9999.9,900.0,340.0,5.849445987055631,5.007392699251654
2015-01-10 21:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1021.4,-9999.9,14.5,4.8,-9999.9,300.0,10.8,4000.0,-9999.9,-9999.9,|,-9999.9,102140.0,287.65,-9999.9,277.95,-9999.9,300.0,10.8,-9999.9,-9999.9,4000.0,330.0,-10.704947274956234,-1.4297215954188809
2015-01-11 00:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1021.7,-9999.9,13.3,2.0,-9999.9,300.0,11.8,6000.0,-9999.9,-9999.9,|,-9999.9,102170.0,286.45,-9999.9,275.15,-9999.9,300.0,11.8,-9999.9,-9999.9,6000.0,330.0,-11.696146096711441,-1.562103224624333
2015-01-11 03:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1022.6,-9999.9,11.6,2.7,-9999.9,300.0,8.8,6000.0,-9999.9,-9999.9,|,-9999.9,102260.0,284.75,-9999.9,275.85,-9999.9,300.0,8.8,-9999.9,-9999.9,6000.0,330.0,-8.72254963144582,-1.164958337007977
2015-01-13 06:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1027.2,-9999.9,13.7,8.6,-9999.9,290.0,8.2,12000.0,-9999.9,-9999.9,|,-9999.9,102720.0,286.85,-9999.9,281.75,-9999.9,290.0,8.2,-9999.9,-9999.9,12000.0,340.0,6.229280142059243,5.332548069332931
2015-01-13 09:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1025.2,-9999.9,16.4,9.9,-9999.9,300.0,9.8,14000.0,-9999.9,-9999.9,|,-9999.9,102520.0,289.55,-9999.9,283.05,-9999.9,300.0,9.8,-9999.9,-9999.9,14000.0,330.0,-9.713748453201028,-1.297339966213429
2015-01-13 12:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1024.0,-9999.9,17.2,12.4,-9999.9,300.0,10.8,12000.0,-9999.9,-9999.9,|,-9999.9,102400.0,290.35,-9999.9,285.55,-9999.9,300.0,10.8,-9999.9,-9999.9,12000.0,330.0,-10.704947274956234,-1.4297215954188809
2015-01-13 15:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1024.5,-9999.9,16.0,11.8,-9999.9,310.0,7.7,12000.0,-9999.9,-9999.9,|,-9999.9,102450.0,289.15,-9999.9,284.95,-9999.9,310.0,7.7,-9999.9,-9999.9,12000.0,320.0,6.958529362173728,-3.296796796250277
2015-01-13 18:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1025.3,-9999.9,14.8,11.2,-9999.9,300.0,8.2,12000.0,-9999.9,-9999.9,|,-9999.9,102530.0,287.95,-9999.9,284.35,-9999.9,300.0,8.2,-9999.9,-9999.9,12000.0,330.0,-8.127830338392695,-1.0855293594847057
2015-01-13 21:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1024.2,-9999.9,14.4,11.4,-9999.9,280.0,3.6,7000.0,-9999.9,-9999.9,|,-9999.9,102420.0,287.55,-9999.9,284.55,-9999.9,280.0,3.6,-9999.9,-9999.9,7000.0,350.0,-1.0210798050557992,-3.4521581701462076
2015-01-14 00:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1023.0,-9999.9,13.7,10.5,-9999.9,290.0,4.6,8000.0,-9999.9,-9999.9,|,-9999.9,102300.0,286.85,-9999.9,283.65,-9999.9,290.0,4.6,-9999.9,-9999.9,8000.0,340.0,3.4944742260332338,2.991429404747741
2015-01-14 03:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1023.9,-9999.9,14.0,8.7,-9999.9,290.0,5.7,10000.0,-9999.9,-9999.9,|,-9999.9,102390.0,287.15,-9999.9,281.85,-9999.9,290.0,5.7,-9999.9,-9999.9,10000.0,340.0,4.330109367041182,3.7067712189265496
2015-01-14 09:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1023.1,-9999.9,17.8,12.7,-9999.9,300.0,8.2,10000.0,-9999.9,-9999.9,|,-9999.9,102310.0,290.95,-9999.9,285.85,-9999.9,300.0,8.2,-9999.9,-9999.9,10000.0,330.0,-8.127830338392695,-1.0855293594847057
2015-01-14 12:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1021.6,-9999.9,18.5,14.0,-9999.9,310.0,7.7,12000.0,-9999.9,-9999.9,|,-9999.9,102160.0,291.65,-9999.9,287.15,-9999.9,310.0,7.7,-9999.9,-9999.9,12000.0,320.0,6.958529362173728,-3.296796796250277
2015-01-14 15:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1022.1,-9999.9,17.3,12.7,-9999.9,320.0,4.6,12000.0,-9999.9,-9999.9,|,-9999.9,102210.0,290.45,-9999.9,285.85,-9999.9,320.0,4.6,-9999.9,-9999.9,12000.0,310.0,-2.4165991371716347,3.914083367816954
2015-01-14 18:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1022.7,-9999.9,16.6,12.6,-9999.9,300.0,3.6,12000.0,-9999.9,-9999.9,|,-9999.9,102270.0,289.75,-9999.9,285.75,-9999.9,300.0,3.6,-9999.9,-9999.9,12000.0,330.0,-3.5683157583187444,-0.47657386513962696
2015-01-14 21:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1022.3,-9999.9,15.6,12.0,-9999.9,280.0,3.6,8000.0,-9999.9,-9999.9,|,-9999.9,102230.0,288.75,-9999.9,285.15,-9999.9,280.0,3.6,-9999.9,-9999.9,8000.0,350.0,-1.0210798050557992,-3.4521581701462076
2015-01-15 00:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1020.9,-9999.9,15.0,12.3,-9999.9,290.0,4.1,8000.0,-9999.9,-9999.9,|,-9999.9,102090.0,288.15,-9999.9,285.45,-9999.9,290.0,4.1,-9999.9,-9999.9,8000.0,340.0,3.1146400710296214,2.6662740346664653
2015-01-15 03:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1021.1,-9999.9,14.4,12.5,-9999.9,260.0,3.1,6000.0,-9999.9,-9999.9,|,-9999.9,102110.0,287.55,-9999.9,285.65,-9999.9,260.0,3.1,-9999.9,-9999.9,6000.0,10.0,-2.601121740137003,-1.6864654437570463
2015-01-15 06:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1022.3,-9999.9,15.8,12.0,-9999.9,270.0,3.6,10000.0,-9999.9,-9999.9,|,-9999.9,102230.0,288.95,-9999.9,285.15,-9999.9,270.0,3.6,-9999.9,-9999.9,10000.0,0.0,3.6,0.0
2015-01-15 09:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1020.7,-9999.9,18.9,11.6,-9999.9,280.0,3.6,12000.0,-9999.9,-9999.9,|,-9999.9,102070.0,292.05,-9999.9,284.75,-9999.9,280.0,3.6,-9999.9,-9999.9,12000.0,350.0,-1.0210798050557992,-3.4521581701462076
2015-01-15 12:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1019.2,-9999.9,19.5,10.6,-9999.9,300.0,3.1,12000.0,-9999.9,-9999.9,|,-9999.9,101920.0,292.65,-9999.9,283.75,-9999.9,300.0,3.1,-9999.9,-9999.9,12000.0,330.0,-3.072716347441141,-0.410383050536901
2015-01-15 15:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1020.2,-9999.9,17.8,11.4,-9999.9,350.0,1.5,12000.0,-9999.9,-9999.9,|,-9999.9,102020.0,290.95,-9999.9,284.55,-9999.9,350.0,1.5,-9999.9,-9999.9,12000.0,280.0,-1.3826093698189736,-0.5817141312438442
2015-01-15 18:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1020.7,-9999.9,17.5,13.5,-9999.9,30.0,1.5,12000.0,-9999.9,-9999.9,|,-9999.9,102070.0,290.65,-9999.9,286.65,-9999.9,30.0,1.5,-9999.9,-9999.9,12000.0,240.0,0.4886719583027221,1.4181677323816753
2015-01-15 21:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1020.1,-9999.9,17.5,13.7,-9999.9,70.0,2.1,12000.0,-9999.9,-9999.9,|,-9999.9,102010.0,290.65,-9999.9,286.85,-9999.9,70.0,2.1,-9999.9,-9999.9,12000.0,200.0,1.0230941175147124,-1.8339243241493888
2015-01-16 03:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1020.0,-9999.9,16.7,14.9,-9999.9,170.0,1.5,5000.0,-9999.9,-9999.9,|,-9999.9,102000.0,289.85,-9999.9,288.05,-9999.9,170.0,1.5,-9999.9,-9999.9,5000.0,100.0,1.2934783084315258,-0.7595484616646382
2015-01-16 06:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1022.0,-9999.9,18.9,14.8,-9999.9,160.0,1.5,9000.0,-9999.9,-9999.9,|,-9999.9,102200.0,292.05,-9999.9,287.95,-9999.9,160.0,1.5,-9999.9,-9999.9,9000.0,110.0,-1.498531219971972,-0.06636401712760645
2015-01-16 09:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1019.9,-9999.9,20.8,13.6,-9999.9,60.0,2.1,10000.0,-9999.9,-9999.9,|,-9999.9,101990.0,293.95,-9999.9,286.75,-9999.9,60.0,2.1,-9999.9,-9999.9,10000.0,210.0,-1.8561426936829808,0.9822088885197938
2015-01-16 12:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1018.3,-9999.9,20.3,8.8,-9999.9,90.0,2.6,12000.0,-9999.9,-9999.9,|,-9999.9,101830.0,293.45,-9999.9,281.95,-9999.9,90.0,2.6,-9999.9,-9999.9,12000.0,180.0,-1.5559961795504311,-2.0829968529079594
2015-01-16 15:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1018.9,-9999.9,18.5,10.7,-9999.9,60.0,1.5,12000.0,-9999.9,-9999.9,|,-9999.9,101890.0,291.65,-9999.9,283.85,-9999.9,60.0,1.5,-9999.9,-9999.9,12000.0,210.0,-1.3258162097735577,0.7015777775141384
2015-01-16 18:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1019.1,-9999.9,17.9,14.8,-9999.9,70.0,2.6,10000.0,-9999.9,-9999.9,|,-9999.9,101910.0,291.05,-9999.9,287.95,-9999.9,70.0,2.6,-9999.9,-9999.9,10000.0,200.0,1.2666879550182153,-2.270572972756386
2015-01-16 21:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1018.6,-9999.9,17.4,15.1,-9999.9,80.0,2.1,7000.0,-9999.9,-9999.9,|,-9999.9,101860.0,290.55,-9999.9,288.25,-9999.9,80.0,2.1,-9999.9,-9999.9,7000.0,190.0,0.13924440253859366,2.0953784852292605
2015-01-17 00:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1017.9,-9999.9,16.5,15.7,-9999.9,90.0,1.0,3000.0,-9999.9,-9999.9,|,-9999.9,101790.0,289.65,-9999.9,288.85,-9999.9,90.0,1.0,-9999.9,-9999.9,3000.0,180.0,-0.5984600690578581,-0.8011526357338304
2015-01-17 03:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1018.7,-9999.9,16.5,16.0,-9999.9,0.0,0.5,1500.0,-9999.9,-9999.9,|,-9999.9,101870.0,289.65,-9999.9,289.15,-9999.9,0.0,0.5,-9999.9,-9999.9,1500.0,270.0,0.49219097531625244,-0.0880229732356057
2015-01-17 06:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1020.1,-9999.9,19.4,16.3,-9999.9,110.0,1.5,9000.0,-9999.9,-9999.9,|,-9999.9,102010.0,292.55,-9999.9,289.45,-9999.9,110.0,1.5,-9999.9,-9999.9,9000.0,160.0,-1.463443969192856,0.3291378875685071
2015-01-17 09:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1019.1,-9999.9,21.3,11.5,-9999.9,80.0,2.6,12000.0,-9999.9,-9999.9,|,-9999.9,101910.0,294.45,-9999.9,284.65,-9999.9,80.0,2.6,-9999.9,-9999.9,12000.0,190.0,0.1723978317144493,2.5942781245695605
2015-01-17 12:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1017.4,-9999.9,20.8,14.1,-9999.9,10.0,4.1,12000.0,-9999.9,-9999.9,|,-9999.9,101740.0,293.95,-9999.9,287.25,-9999.9,10.0,4.1,-9999.9,-9999.9,12000.0,260.0,-2.993796044297115,2.801282785644988
2015-01-17 15:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1018.3,-9999.9,19.4,15.7,-9999.9,20.0,2.1,12000.0,-9999.9,-9999.9,|,-9999.9,101830.0,292.55,-9999.9,288.85,-9999.9,20.0,2.1,-9999.9,-9999.9,12000.0,250.0,0.5060754410990431,-2.038108841037791
2015-01-17 18:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1019.4,-9999.9,19.1,14.6,-9999.9,10.0,2.6,12000.0,-9999.9,-9999.9,|,-9999.9,101940.0,292.25,-9999.9,287.75,-9999.9,10.0,2.6,-9999.9,-9999.9,12000.0,260.0,-1.8985048085786584,1.776423229921212
2015-01-17 21:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1018.7,-9999.9,18.5,15.4,-9999.9,10.0,2.6,12000.0,-9999.9,-9999.9,|,-9999.9,101870.0,291.65,-9999.9,288.55,-9999.9,10.0,2.6,-9999.9,-9999.9,12000.0,260.0,-1.8985048085786584,1.776423229921212
2015-01-18 00:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1018.0,-9999.9,17.8,14.2,-9999.9,330.0,2.1,12000.0,-9999.9,-9999.9,|,-9999.9,101800.0,290.95,-9999.9,287.35,-9999.9,330.0,2.1,-9999.9,-9999.9,12000.0,300.0,-0.04640290048523628,-2.099487263792414
2015-01-18 03:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1018.1,-9999.9,17.4,13.4,-9999.9,340.0,2.6,12000.0,-9999.9,-9999.9,|,-9999.9,101810.0,290.55,-9999.9,286.55,-9999.9,340.0,2.6,-9999.9,-9999.9,12000.0,290.0,1.4623152095935341,2.149798648197412
2015-01-18 06:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1019.8,-9999.9,19.8,14.0,-9999.9,330.0,4.6,18000.0,-9999.9,-9999.9,|,-9999.9,101980.0,292.95,-9999.9,287.15,-9999.9,330.0,4.6,-9999.9,-9999.9,18000.0,300.0,-0.10164444868194612,-4.5988768635452875
2015-01-18 09:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1017.9,-9999.9,20.7,13.7,-9999.9,320.0,6.7,18000.0,-9999.9,-9999.9,|,-9999.9,101790.0,293.85,-9999.9,286.85,-9999.9,320.0,6.7,-9999.9,-9999.9,18000.0,310.0,-3.5198291780543376,5.70094751399426
2015-01-18 12:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1016.7,-9999.9,17.5,12.0,-9999.9,340.0,6.7,14000.0,-9999.9,-9999.9,|,-9999.9,101670.0,290.65,-9999.9,285.15,-9999.9,340.0,6.7,-9999.9,-9999.9,14000.0,290.0,3.7682738093371837,5.539865747277946
2015-01-18 15:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1018.3,-9999.9,15.8,12.2,-9999.9,330.0,11.3,10000.0,-9999.9,-9999.9,|,-9999.9,101830.0,288.95,-9999.9,285.35,-9999.9,330.0,11.3,-9999.9,-9999.9,10000.0,300.0,-0.24969179784912857,-11.29724099088299
2015-01-18 18:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1019.5,-9999.9,14.9,12.6,-9999.9,330.0,8.8,6000.0,-9999.9,-9999.9,|,-9999.9,101950.0,288.05,-9999.9,285.75,-9999.9,330.0,8.8,-9999.9,-9999.9,6000.0,300.0,-0.1944502496524187,-8.797851391130116
2015-01-18 21:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1018.0,-9999.9,14.2,10.8,-9999.9,290.0,8.2,8000.0,-9999.9,-9999.9,|,-9999.9,101800.0,287.35,-9999.9,283.95,-9999.9,290.0,8.2,-9999.9,-9999.9,8000.0,340.0,6.229280142059243,5.332548069332931
2015-01-19 00:00:00,3.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1018.0,-9999.9,14.2,10.8,-9999.9,300.0,9.3,8000.0,-9999.9,-9999.9,|,-9999.9,101800.0,287.35,-9999.9,283.95,-9999.9,300.0,9.3,-9999.9,-9999.9,8000.0,330.0,-9.218149042323423,-1.2311491516107032
2015-01-19 03:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1018.7,-9999.9,13.6,7.9,-9999.9,290.0,7.7,9000.0,-9999.9,-9999.9,|,-9999.9,101870.0,286.75,-9999.9,281.05,-9999.9,290.0,7.7,-9999.9,-9999.9,9000.0,340.0,5.849445987055631,5.007392699251654
2015-01-19 06:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1020.0,-9999.9,13.1,7.4,-9999.9,290.0,8.8,18000.0,-9999.9,-9999.9,|,-9999.9,102000.0,286.25,-9999.9,280.55,-9999.9,290.0,8.8,-9999.9,-9999.9,18000.0,340.0,6.685081128063579,5.722734513430463
2015-01-19 09:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1018.2,-9999.9,15.0,6.1,-9999.9,290.0,10.3,16000.0,-9999.9,-9999.9,|,-9999.9,101820.0,288.15,-9999.9,279.25,-9999.9,290.0,10.3,-9999.9,-9999.9,16000.0,340.0,7.824583593074416,6.698200623674292
2015-01-19 12:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1016.9,-9999.9,15.6,6.4,-9999.9,300.0,11.8,12000.0,-9999.9,-9999.9,|,-9999.9,101690.0,288.75,-9999.9,279.55,-9999.9,300.0,11.8,-9999.9,-9999.9,12000.0,330.0,-11.696146096711441,-1.562103224624333
2015-01-19 15:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1017.8,-9999.9,15.2,5.2,-9999.9,300.0,9.3,12000.0,-9999.9,-9999.9,|,-9999.9,101780.0,288.35,-9999.9,278.35,-9999.9,300.0,9.3,-9999.9,-9999.9,12000.0,330.0,-9.218149042323423,-1.2311491516107032
2015-01-19 18:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1018.7,-9999.9,15.2,5.8,-9999.9,290.0,5.7,12000.0,-9999.9,-9999.9,|,-9999.9,101870.0,288.35,-9999.9,278.95,-9999.9,290.0,5.7,-9999.9,-9999.9,12000.0,340.0,4.330109367041182,3.7067712189265496
2015-01-19 21:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1018.8,-9999.9,14.7,7.3,-9999.9,290.0,6.2,12000.0,-9999.9,-9999.9,|,-9999.9,101880.0,287.85,-9999.9,280.45,-9999.9,290.0,6.2,-9999.9,-9999.9,12000.0,340.0,4.709943522044794,4.031926589007826
2015-01-20 00:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1018.6,-9999.9,14.4,6.6,-9999.9,290.0,9.3,12000.0,-9999.9,-9999.9,|,-9999.9,101860.0,287.55,-9999.9,279.75,-9999.9,290.0,9.3,-9999.9,-9999.9,12000.0,340.0,7.064915283067191,6.047889883511739
2015-01-20 03:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1019.0,-9999.9,13.5,7.8,-9999.9,290.0,5.7,12000.0,-9999.9,-9999.9,|,-9999.9,101900.0,286.65,-9999.9,280.95,-9999.9,290.0,5.7,-9999.9,-9999.9,12000.0,340.0,4.330109367041182,3.7067712189265496
2015-01-20 06:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1021.2,-9999.9,13.6,5.3,-9999.9,280.0,5.7,14000.0,-9999.9,-9999.9,|,-9999.9,102120.0,286.75,-9999.9,278.45,-9999.9,280.0,5.7,-9999.9,-9999.9,14000.0,350.0,-1.616709691338349,-5.4659171027314954
2015-01-20 09:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1020.1,-9999.9,15.9,2.1,-9999.9,290.0,9.3,14000.0,-9999.9,-9999.9,|,-9999.9,102010.0,289.05,-9999.9,275.25,-9999.9,290.0,9.3,-9999.9,-9999.9,14000.0,340.0,7.064915283067191,6.047889883511739
2015-01-20 12:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1019.7,-9999.9,16.1,4.3,-9999.9,300.0,7.7,16000.0,-9999.9,-9999.9,|,-9999.9,101970.0,289.25,-9999.9,277.45,-9999.9,300.0,7.7,-9999.9,-9999.9,16000.0,330.0,-7.632230927515092,-1.0193385448819798
2015-01-20 15:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1020.6,-9999.9,15.5,5.2,-9999.9,320.0,6.7,16000.0,-9999.9,-9999.9,|,-9999.9,102060.0,288.65,-9999.9,278.35,-9999.9,320.0,6.7,-9999.9,-9999.9,16000.0,310.0,-3.5198291780543376,5.70094751399426
2015-01-20 18:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1021.5,-9999.9,15.2,6.0,-9999.9,310.0,4.6,15000.0,-9999.9,-9999.9,|,-9999.9,102150.0,288.35,-9999.9,279.15,-9999.9,310.0,4.6,-9999.9,-9999.9,15000.0,320.0,4.157043515064824,-1.969514969188477
2015-01-20 21:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1021.3,-9999.9,14.4,5.0,-9999.9,270.0,2.6,12000.0,-9999.9,-9999.9,|,-9999.9,102130.0,287.55,-9999.9,278.15,-9999.9,270.0,2.6,-9999.9,-9999.9,12000.0,0.0,2.6,0.0
2015-01-21 00:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1021.6,-9999.9,13.1,6.5,-9999.9,270.0,2.6,12000.0,-9999.9,-9999.9,|,-9999.9,102160.0,286.25,-9999.9,279.65,-9999.9,270.0,2.6,-9999.9,-9999.9,12000.0,0.0,2.6,0.0
2015-01-21 03:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1022.9,-9999.9,13.6,6.5,-9999.9,270.0,4.1,12000.0,-9999.9,-9999.9,|,-9999.9,102290.0,286.75,-9999.9,279.65,-9999.9,270.0,4.1,-9999.9,-9999.9,12000.0,0.0,4.1,0.0
2015-01-21 06:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1024.2,-9999.9,15.2,5.8,-9999.9,270.0,3.6,14000.0,-9999.9,-9999.9,|,-9999.9,102420.0,288.35,-9999.9,278.95,-9999.9,270.0,3.6,-9999.9,-9999.9,14000.0,0.0,3.6,0.0
2015-01-21 09:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1023.6,-9999.9,17.0,3.1,-9999.9,280.0,5.7,14000.0,-9999.9,-9999.9,|,-9999.9,102360.0,290.15,-9999.9,276.25,-9999.9,280.0,5.7,-9999.9,-9999.9,14000.0,350.0,-1.616709691338349,-5.4659171027314954
2015-01-21 12:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1022.7,-9999.9,18.1,10.3,-9999.9,320.0,7.2,12000.0,-9999.9,-9999.9,|,-9999.9,102270.0,291.25,-9999.9,283.45,-9999.9,320.0,7.2,-9999.9,-9999.9,12000.0,310.0,-3.782502997312124,6.12639135832219
2015-01-21 15:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1023.9,-9999.9,16.8,11.8,-9999.9,300.0,6.2,12000.0,-9999.9,-9999.9,|,-9999.9,102390.0,289.95,-9999.9,284.95,-9999.9,300.0,6.2,-9999.9,-9999.9,12000.0,330.0,-6.145432694882282,-0.820766101073802
2015-01-21 18:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1025.0,-9999.9,16.2,11.4,-9999.9,300.0,4.6,12000.0,-9999.9,-9999.9,|,-9999.9,102500.0,289.35,-9999.9,284.55,-9999.9,300.0,4.6,-9999.9,-9999.9,12000.0,330.0,-4.559514580073951,-0.6089554943450789
2015-01-21 21:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1024.3,-9999.9,15.0,11.4,-9999.9,270.0,1.5,12000.0,-9999.9,-9999.9,|,-9999.9,102430.0,288.15,-9999.9,284.55,-9999.9,270.0,1.5,-9999.9,-9999.9,12000.0,0.0,1.5,0.0
2015-01-22 00:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1023.8,-9999.9,14.0,11.5,-9999.9,240.0,1.5,10000.0,-9999.9,-9999.9,|,-9999.9,102380.0,287.15,-9999.9,284.65,-9999.9,240.0,1.5,-9999.9,-9999.9,10000.0,30.0,0.23137717483137607,-1.4820474361392928
